# FILE,BB_X,BB_Y,BB_WIDTH,BB_HEIGHT,DETECTION_SCORE
00973c301f9dfdcc27383511e6e9a1e0.jpg,1596.76,1266.70,217.59,256.86,0.41
00973c301f9dfdcc27383511e6e9a1e0.jpg,448.59,469.07,109.76,153.06,0.37
00973c301f9dfdcc27383511e6e9a1e0.jpg,501.96,232.63,182.36,233.52,0.37
00973c301f9dfdcc27383511e6e9a1e0.jpg,325.14,2565.00,216.33,267.35,0.34
00973c301f9dfdcc27383511e6e9a1e0.jpg,1217.93,1034.08,150.40,173.14,0.32
00973c301f9dfdcc27383511e6e9a1e0.jpg,4256.65,1035.32,235.64,271.85,0.31
00973c301f9dfdcc27383511e6e9a1e0.jpg,538.71,1632.08,236.71,292.82,0.29
00973c301f9dfdcc27383511e6e9a1e0.jpg,1040.64,827.49,230.55,263.90,0.29
00973c301f9dfdcc27383511e6e9a1e0.jpg,2432.10,1313.96,119.30,125.16,0.28
00973c301f9dfdcc27383511e6e9a1e0.jpg,4856.24,965.04,187.59,221.99,0.27
00973c301f9dfdcc27383511e6e9a1e0.jpg,4585.66,2835.03,225.99,314.39,0.26
00973c301f9dfdcc27383511e6e9a1e0.jpg,1931.41,1285.80,188.68,217.05,0.24
00973c301f9dfdcc27383511e6e9a1e0.jpg,908.54,1359.21,185.18,237.62,0.23
00973c301f9dfdcc27383511e6e9a1e0.jpg,1040.75,1531.66,203.19,240.49,0.21
00973c301f9dfdcc27383511e6e9a1e0.jpg,2835.97,399.01,123.60,139.52,0.21
013ee926a0f1ed5632ce27369f93fd93.jpg,2827.25,1869.99,201.29,253.96,1.00
013ee926a0f1ed5632ce27369f93fd93.jpg,2790.88,2844.81,213.89,251.77,1.00
013ee926a0f1ed5632ce27369f93fd93.jpg,2722.21,2893.59,143.51,191.41,0.33
014c019b0e8e99bfeb95426c443412b3.jpg,2910.60,1742.62,130.13,132.22,0.89
014c019b0e8e99bfeb95426c443412b3.jpg,4724.01,994.43,327.42,384.36,0.73
014c019b0e8e99bfeb95426c443412b3.jpg,1079.73,1768.54,190.11,241.13,0.57
014c019b0e8e99bfeb95426c443412b3.jpg,2869.65,1831.28,91.60,119.77,0.52
014c019b0e8e99bfeb95426c443412b3.jpg,2260.46,1908.39,271.12,303.01,0.47
014c019b0e8e99bfeb95426c443412b3.jpg,3717.19,1293.89,224.37,252.71,0.40
014c019b0e8e99bfeb95426c443412b3.jpg,4268.73,1187.25,323.98,366.17,0.37
014c019b0e8e99bfeb95426c443412b3.jpg,2436.46,806.55,163.55,212.77,0.31
01788ba307b6396f9b12b9767245a84c.jpg,4216.38,2250.06,210.13,258.41,0.99
01788ba307b6396f9b12b9767245a84c.jpg,2899.39,3168.24,272.49,327.56,0.21
019ce4619db44018888f7c9f4df83fab.jpg,901.43,2410.35,183.36,227.66,1.00
019ce4619db44018888f7c9f4df83fab.jpg,1919.04,1680.04,170.05,211.59,1.00
019ce4619db44018888f7c9f4df83fab.jpg,4758.14,3097.25,167.14,214.96,0.91
019ce4619db44018888f7c9f4df83fab.jpg,4747.11,999.55,313.46,377.71,0.72
019ce4619db44018888f7c9f4df83fab.jpg,4534.44,366.87,257.05,297.21,0.71
019ce4619db44018888f7c9f4df83fab.jpg,2832.41,3225.27,136.81,183.41,0.51
019ce4619db44018888f7c9f4df83fab.jpg,707.91,2902.98,477.14,562.75,0.47
019ce4619db44018888f7c9f4df83fab.jpg,4068.85,2623.69,158.50,201.01,0.42
019ce4619db44018888f7c9f4df83fab.jpg,3270.34,975.49,303.12,339.38,0.41
019ce4619db44018888f7c9f4df83fab.jpg,3504.31,991.02,244.71,275.94,0.38
019ce4619db44018888f7c9f4df83fab.jpg,2398.32,696.93,406.38,484.01,0.37
019ce4619db44018888f7c9f4df83fab.jpg,3704.88,1285.10,238.92,269.83,0.27
019ce4619db44018888f7c9f4df83fab.jpg,1637.67,2392.94,114.17,143.13,0.24
019ce4619db44018888f7c9f4df83fab.jpg,1069.17,1430.15,184.27,214.18,0.22
019ce4619db44018888f7c9f4df83fab.jpg,4108.31,1198.49,153.44,185.83,0.21
019ce4619db44018888f7c9f4df83fab.jpg,4901.33,801.64,185.66,216.47,0.20
019ce4619db44018888f7c9f4df83fab.jpg,269.56,2813.89,159.57,177.67,0.20
019ce4619db44018888f7c9f4df83fab.jpg,2897.14,496.40,212.12,255.11,0.20
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,438.49,2006.33,156.11,204.74,1.00
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2014.76,2642.08,154.82,207.69,0.86
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2345.91,3102.17,131.71,160.93,0.84
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,3720.30,1297.60,224.72,261.66,0.70
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,4723.02,998.54,320.85,388.05,0.60
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,3520.93,1004.21,231.93,271.02,0.47
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,327.23,3200.19,147.83,184.16,0.47
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2397.68,700.46,396.82,469.56,0.42
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,4500.18,340.88,286.86,339.73,0.40
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,23.71,3116.40,123.70,154.81,0.33
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2035.57,2572.13,156.87,212.54,0.31
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2274.59,1508.40,166.45,190.73,0.29
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,1146.34,521.30,136.29,164.24,0.27
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,3316.10,1181.60,172.92,202.27,0.25
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,2033.56,2860.20,256.72,363.85,0.22
01eb7352f37f3e0a3b867ed7c6baac2c.jpg,320.25,1896.83,128.24,154.76,0.20
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,501.81,1611.55,171.39,185.84,1.00
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,4815.19,1008.82,251.60,314.13,0.68
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,4902.21,806.46,186.22,216.27,0.56
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,3506.45,991.68,242.30,280.08,0.45
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,4104.97,1201.92,163.90,196.79,0.38
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,3271.90,972.36,291.19,334.91,0.35
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,3201.99,755.08,180.82,212.65,0.32
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,309.47,2156.13,262.73,303.01,0.26
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,3211.01,1110.51,203.58,242.42,0.25
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,4861.89,522.96,275.91,349.12,0.25
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,569.25,2924.11,188.63,228.56,0.24
01f31e2c616e005d6f7fc4f9ff2d13a9.jpg,2397.94,688.81,421.95,505.08,0.21
020deaed53ad9720a10c76d1a945c505.jpg,3225.30,1897.81,171.92,270.54,1.00
020deaed53ad9720a10c76d1a945c505.jpg,1725.00,1248.85,196.92,229.33,0.49
020deaed53ad9720a10c76d1a945c505.jpg,3718.72,136.58,346.94,407.84,0.43
020deaed53ad9720a10c76d1a945c505.jpg,2651.26,363.36,133.95,175.02,0.39
020deaed53ad9720a10c76d1a945c505.jpg,4257.98,158.04,258.39,336.17,0.32
020deaed53ad9720a10c76d1a945c505.jpg,272.06,437.24,228.09,260.92,0.31
020deaed53ad9720a10c76d1a945c505.jpg,499.12,1822.36,181.69,198.14,0.28
020deaed53ad9720a10c76d1a945c505.jpg,191.54,3027.86,272.62,305.06,0.25
020deaed53ad9720a10c76d1a945c505.jpg,4261.16,-2.35,213.67,271.17,0.23
0233e86516171ccd7dec1120a2c93af5.jpg,3327.73,2251.61,234.42,266.94,1.00
0233e86516171ccd7dec1120a2c93af5.jpg,4580.62,2221.37,253.27,340.26,0.99
0233e86516171ccd7dec1120a2c93af5.jpg,2278.68,1626.76,199.17,251.45,0.96
0233e86516171ccd7dec1120a2c93af5.jpg,2190.58,743.92,144.36,242.21,0.91
0233e86516171ccd7dec1120a2c93af5.jpg,2771.87,1462.27,219.94,343.20,0.89
0233e86516171ccd7dec1120a2c93af5.jpg,2354.50,1618.64,203.87,250.04,0.55
0233e86516171ccd7dec1120a2c93af5.jpg,3668.51,2888.24,113.51,151.50,0.48
0233e86516171ccd7dec1120a2c93af5.jpg,4634.23,2302.79,255.13,321.52,0.44
0233e86516171ccd7dec1120a2c93af5.jpg,898.26,547.31,120.96,130.95,0.41
0233e86516171ccd7dec1120a2c93af5.jpg,2216.62,1625.21,179.60,235.76,0.36
0233e86516171ccd7dec1120a2c93af5.jpg,4348.32,2643.68,127.31,177.88,0.22
0233e86516171ccd7dec1120a2c93af5.jpg,1861.36,2685.03,405.03,512.82,0.22
0233e86516171ccd7dec1120a2c93af5.jpg,2117.19,2735.91,281.25,394.70,0.21
0233e86516171ccd7dec1120a2c93af5.jpg,1823.56,1478.33,201.03,261.29,0.20
024503c4535cc7d3d388fa760b8e23cf.jpg,1077.96,2568.04,233.33,271.60,1.00
024503c4535cc7d3d388fa760b8e23cf.jpg,1407.32,1438.12,197.54,247.57,1.00
024503c4535cc7d3d388fa760b8e23cf.jpg,135.33,156.63,137.80,169.85,0.99
024503c4535cc7d3d388fa760b8e23cf.jpg,1607.67,157.74,273.07,298.78,0.53
027b386752cfd0a522f132f35021d671.jpg,1795.62,1835.18,212.19,300.26,1.00
027b386752cfd0a522f132f35021d671.jpg,265.12,264.04,158.88,176.67,0.68
0295cb74e915c1d5e7ec0adf68f270d6.jpg,4647.77,3062.84,202.03,246.78,0.87
0295cb74e915c1d5e7ec0adf68f270d6.jpg,4722.13,993.57,334.50,394.38,0.86
0295cb74e915c1d5e7ec0adf68f270d6.jpg,2284.21,1506.59,156.55,179.44,0.68
0295cb74e915c1d5e7ec0adf68f270d6.jpg,4507.37,354.05,275.00,320.27,0.61
0295cb74e915c1d5e7ec0adf68f270d6.jpg,2411.54,707.82,409.97,483.40,0.40
0295cb74e915c1d5e7ec0adf68f270d6.jpg,3498.55,1021.95,285.98,345.27,0.28
02a0da6795391fae8d4c622976c88e8d.jpg,1943.76,2320.89,188.29,235.37,1.00
02a0da6795391fae8d4c622976c88e8d.jpg,2201.95,1933.50,217.97,276.23,1.00
02a0da6795391fae8d4c622976c88e8d.jpg,1813.45,530.75,177.90,176.73,0.93
02a0da6795391fae8d4c622976c88e8d.jpg,143.65,2043.77,174.13,194.54,0.79
02a0da6795391fae8d4c622976c88e8d.jpg,554.43,1905.66,133.72,164.45,0.70
02a0da6795391fae8d4c622976c88e8d.jpg,600.28,748.65,225.90,255.70,0.67
02a0da6795391fae8d4c622976c88e8d.jpg,75.86,1421.29,210.68,273.01,0.48
02a0da6795391fae8d4c622976c88e8d.jpg,3182.12,753.31,137.11,160.43,0.47
02a0da6795391fae8d4c622976c88e8d.jpg,377.99,1949.51,125.32,159.14,0.39
02a0da6795391fae8d4c622976c88e8d.jpg,4570.22,951.89,198.46,234.03,0.37
02a0da6795391fae8d4c622976c88e8d.jpg,4910.85,1142.08,135.04,167.85,0.34
02a0da6795391fae8d4c622976c88e8d.jpg,218.85,1210.66,189.37,213.38,0.34
02a0da6795391fae8d4c622976c88e8d.jpg,1996.04,1715.37,210.98,242.55,0.25
02a0da6795391fae8d4c622976c88e8d.jpg,3820.27,234.85,291.02,332.60,0.23
02a0da6795391fae8d4c622976c88e8d.jpg,812.88,1603.94,152.06,175.57,0.22
02c4be13ea77029560a9fa4cee9f140a.jpg,3937.53,3020.83,258.71,324.01,1.00
02c4be13ea77029560a9fa4cee9f140a.jpg,3286.36,2173.11,199.50,244.32,1.00
02c4be13ea77029560a9fa4cee9f140a.jpg,1749.84,187.25,154.50,195.25,0.99
02c4be13ea77029560a9fa4cee9f140a.jpg,2501.77,412.55,158.96,198.24,0.96
02c4be13ea77029560a9fa4cee9f140a.jpg,3084.83,160.49,147.56,195.97,0.94
02c4be13ea77029560a9fa4cee9f140a.jpg,1907.56,45.42,138.53,167.40,0.85
02c4be13ea77029560a9fa4cee9f140a.jpg,2917.23,221.70,134.66,169.67,0.49
02c4be13ea77029560a9fa4cee9f140a.jpg,2186.60,1460.59,140.36,187.08,0.41
02c4be13ea77029560a9fa4cee9f140a.jpg,2440.49,2049.80,127.32,189.13,0.39
02c4be13ea77029560a9fa4cee9f140a.jpg,1711.07,1183.91,119.78,144.33,0.34
02c4be13ea77029560a9fa4cee9f140a.jpg,2567.92,1697.38,150.29,160.39,0.29
02c4be13ea77029560a9fa4cee9f140a.jpg,1917.10,2747.12,114.99,132.39,0.28
02c4be13ea77029560a9fa4cee9f140a.jpg,2988.50,1676.56,121.65,165.84,0.25
02c4be13ea77029560a9fa4cee9f140a.jpg,2814.31,1440.52,169.84,206.44,0.24
02c4be13ea77029560a9fa4cee9f140a.jpg,2626.33,1669.67,166.14,205.01,0.24
02c4be13ea77029560a9fa4cee9f140a.jpg,2104.49,223.26,127.71,138.79,0.21
03342f6b44ae042589f6fdfe0c026305.jpg,3863.12,1298.18,158.60,185.64,1.00
03342f6b44ae042589f6fdfe0c026305.jpg,480.76,1574.18,162.37,173.97,1.00
03342f6b44ae042589f6fdfe0c026305.jpg,48.13,1785.36,166.17,210.12,1.00
03342f6b44ae042589f6fdfe0c026305.jpg,1689.02,2105.02,254.50,315.53,0.74
03342f6b44ae042589f6fdfe0c026305.jpg,3636.22,752.44,137.98,158.63,0.52
03342f6b44ae042589f6fdfe0c026305.jpg,2401.35,685.22,385.12,469.01,0.51
03342f6b44ae042589f6fdfe0c026305.jpg,4123.03,2531.82,149.80,182.48,0.41
03342f6b44ae042589f6fdfe0c026305.jpg,4705.66,981.93,330.53,389.14,0.41
03342f6b44ae042589f6fdfe0c026305.jpg,4514.62,374.36,223.50,273.25,0.38
03342f6b44ae042589f6fdfe0c026305.jpg,3257.88,1115.52,229.93,280.54,0.37
03342f6b44ae042589f6fdfe0c026305.jpg,1071.21,1426.97,181.71,213.87,0.34
03342f6b44ae042589f6fdfe0c026305.jpg,3045.68,1913.47,429.54,563.92,0.34
03342f6b44ae042589f6fdfe0c026305.jpg,3959.38,998.42,191.75,222.80,0.24
03342f6b44ae042589f6fdfe0c026305.jpg,3586.53,1368.04,138.37,170.92,0.24
03342f6b44ae042589f6fdfe0c026305.jpg,649.63,3070.09,265.28,304.95,0.21
03463d9159190d73567d6c760b480f80.jpg,2819.47,2386.18,247.59,274.20,0.98
03463d9159190d73567d6c760b480f80.jpg,2126.93,659.72,135.67,160.92,0.80
03463d9159190d73567d6c760b480f80.jpg,1396.29,1277.02,237.05,256.87,0.74
03463d9159190d73567d6c760b480f80.jpg,2610.19,3006.19,183.71,227.20,0.71
03463d9159190d73567d6c760b480f80.jpg,2761.89,670.58,98.04,126.35,0.59
03463d9159190d73567d6c760b480f80.jpg,1517.99,1753.42,128.25,168.52,0.46
03463d9159190d73567d6c760b480f80.jpg,2481.90,1028.10,173.43,202.35,0.45
03463d9159190d73567d6c760b480f80.jpg,2122.81,1861.18,121.61,162.38,0.38
03463d9159190d73567d6c760b480f80.jpg,2206.24,3156.26,158.57,216.25,0.35
03463d9159190d73567d6c760b480f80.jpg,1530.47,1235.53,128.53,203.26,0.29
03463d9159190d73567d6c760b480f80.jpg,2201.20,1905.00,117.92,162.20,0.29
03463d9159190d73567d6c760b480f80.jpg,2905.71,2396.84,213.94,297.02,0.29
03463d9159190d73567d6c760b480f80.jpg,2486.46,1192.98,246.61,285.34,0.25
03463d9159190d73567d6c760b480f80.jpg,1312.49,2550.54,160.79,194.74,0.23
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,2475.69,2060.06,142.51,186.21,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,436.17,3011.91,189.40,245.87,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1492.24,1943.89,155.90,174.35,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,2128.18,2910.16,190.49,270.63,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4419.19,2921.46,192.50,229.19,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,2874.58,2966.28,183.41,268.73,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1195.90,2161.57,141.22,201.55,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,9.83,2288.65,181.50,233.29,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,438.03,2197.36,140.70,177.37,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3143.53,2029.32,142.32,167.85,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3661.90,1734.90,170.72,184.46,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4622.65,3130.77,187.70,247.54,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4436.97,1762.51,142.27,167.70,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1482.16,2253.81,124.51,161.74,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4391.94,2010.52,133.54,172.24,1.00
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,2696.53,1986.44,137.63,172.85,0.99
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1017.35,1988.29,122.04,175.91,0.98
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1920.00,2141.57,150.57,210.07,0.95
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,919.66,3178.17,128.63,182.52,0.94
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1031.59,2946.95,158.73,195.90,0.84
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4258.84,1258.98,336.20,369.63,0.72
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4419.04,2402.42,313.11,396.09,0.69
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,450.99,2931.62,136.96,154.55,0.50
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,2711.14,53.10,179.27,203.14,0.46
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3233.61,2889.67,133.45,168.19,0.43
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,4043.51,632.48,286.10,331.78,0.42
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3206.84,1527.96,367.19,462.93,0.41
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3501.05,2427.35,117.40,139.33,0.32
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3491.15,1308.25,194.89,225.05,0.27
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,217.62,3051.96,196.69,230.98,0.25
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3910.77,2574.77,158.77,195.64,0.25
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3501.79,2642.04,202.55,235.60,0.25
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3655.17,1488.13,154.90,188.73,0.23
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3654.48,2564.04,105.88,125.75,0.23
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,3967.44,2417.55,184.78,244.82,0.22
0398e5b1168f777ca1f2d0c8f2ce5366.jpg,1241.60,3073.44,113.85,130.35,0.22
03c0f0c4e617733df3010534bdf56415.jpg,2245.85,2672.03,188.39,238.17,0.98
03c0f0c4e617733df3010534bdf56415.jpg,303.99,1184.22,125.09,170.06,0.95
03c0f0c4e617733df3010534bdf56415.jpg,834.67,2845.60,233.62,263.06,0.92
03c0f0c4e617733df3010534bdf56415.jpg,4757.22,1012.75,283.32,336.99,0.51
03c0f0c4e617733df3010534bdf56415.jpg,2643.65,1723.74,107.55,120.77,0.44
03c0f0c4e617733df3010534bdf56415.jpg,2903.61,517.24,209.84,255.88,0.22
03e969e334f08d53574a9073263d790e.jpg,1967.54,1616.24,136.07,170.45,1.00
03e969e334f08d53574a9073263d790e.jpg,2643.78,1633.09,139.21,174.30,1.00
03e969e334f08d53574a9073263d790e.jpg,704.02,1965.96,103.84,160.46,0.93
03e969e334f08d53574a9073263d790e.jpg,3311.54,2270.73,160.59,175.55,0.85
03e969e334f08d53574a9073263d790e.jpg,3929.44,532.29,158.71,185.79,0.65
03e969e334f08d53574a9073263d790e.jpg,4181.35,958.24,172.15,185.69,0.60
03e969e334f08d53574a9073263d790e.jpg,2392.94,2732.88,283.53,326.53,0.43
03e969e334f08d53574a9073263d790e.jpg,2288.55,3079.43,195.46,259.21,0.38
03e969e334f08d53574a9073263d790e.jpg,1894.89,1931.24,124.17,165.32,0.37
03e969e334f08d53574a9073263d790e.jpg,1576.23,2979.26,267.60,323.31,0.27
03e969e334f08d53574a9073263d790e.jpg,3849.50,1075.14,182.60,216.37,0.26
03e969e334f08d53574a9073263d790e.jpg,583.85,1862.73,134.31,151.00,0.25
03e969e334f08d53574a9073263d790e.jpg,2908.31,1438.46,179.34,212.38,0.22
03e969e334f08d53574a9073263d790e.jpg,3926.76,933.23,257.99,301.49,0.22
03e969e334f08d53574a9073263d790e.jpg,605.66,2377.90,114.15,143.58,0.21
03e969e334f08d53574a9073263d790e.jpg,1705.16,2114.49,130.32,170.44,0.21
03f8e285b257858d42dd019884a9e521.jpg,860.70,3152.58,197.44,262.55,1.00
03f8e285b257858d42dd019884a9e521.jpg,3754.15,1443.30,117.71,155.87,1.00
03f8e285b257858d42dd019884a9e521.jpg,4727.04,1004.71,332.60,386.01,0.76
03f8e285b257858d42dd019884a9e521.jpg,1951.85,2215.25,243.78,298.19,0.57
03f8e285b257858d42dd019884a9e521.jpg,3155.12,387.60,215.44,271.62,0.53
03f8e285b257858d42dd019884a9e521.jpg,3797.03,2747.61,181.91,236.48,0.51
03f8e285b257858d42dd019884a9e521.jpg,4515.03,381.35,221.68,266.31,0.44
03f8e285b257858d42dd019884a9e521.jpg,2395.72,700.47,399.21,475.38,0.41
03f8e285b257858d42dd019884a9e521.jpg,3502.62,1004.57,224.15,254.58,0.40
03f8e285b257858d42dd019884a9e521.jpg,3793.67,2609.50,158.88,182.65,0.28
03f8e285b257858d42dd019884a9e521.jpg,3805.43,1976.96,163.09,220.63,0.22
0452ea82f908d8184dca4b34bd0c9749.jpg,1156.75,2317.71,155.65,200.06,1.00
0452ea82f908d8184dca4b34bd0c9749.jpg,167.98,2417.93,173.30,212.64,0.98
0452ea82f908d8184dca4b34bd0c9749.jpg,4769.39,1008.00,303.91,361.12,0.72
0452ea82f908d8184dca4b34bd0c9749.jpg,2405.84,688.23,426.80,498.16,0.56
0452ea82f908d8184dca4b34bd0c9749.jpg,401.58,2373.13,143.60,179.28,0.52
0452ea82f908d8184dca4b34bd0c9749.jpg,1407.77,3152.51,129.76,167.38,0.33
0452ea82f908d8184dca4b34bd0c9749.jpg,2659.78,-53.39,543.31,702.76,0.32
04ba704d0add707b7787113b27b6f55c.jpg,2568.26,685.60,142.47,191.50,0.99
04ba704d0add707b7787113b27b6f55c.jpg,1212.84,1895.86,210.14,254.83,0.97
04ba704d0add707b7787113b27b6f55c.jpg,2133.18,1695.21,195.03,244.11,0.93
04ba704d0add707b7787113b27b6f55c.jpg,2794.57,3009.68,239.74,290.94,0.92
04ba704d0add707b7787113b27b6f55c.jpg,287.45,1955.36,133.01,160.73,0.48
04ba704d0add707b7787113b27b6f55c.jpg,3339.87,1548.22,169.17,186.73,0.43
04ba704d0add707b7787113b27b6f55c.jpg,1064.89,1581.12,129.66,158.46,0.42
04ba704d0add707b7787113b27b6f55c.jpg,4647.64,1274.80,209.74,234.44,0.37
04ba704d0add707b7787113b27b6f55c.jpg,3025.32,2316.05,199.80,253.72,0.32
04ba704d0add707b7787113b27b6f55c.jpg,546.16,1881.85,148.02,194.57,0.32
04ba704d0add707b7787113b27b6f55c.jpg,804.18,1595.35,158.55,181.41,0.31
04ba704d0add707b7787113b27b6f55c.jpg,4247.60,15.72,299.93,376.83,0.24
04ba704d0add707b7787113b27b6f55c.jpg,4469.69,617.15,119.32,172.74,0.22
04ba704d0add707b7787113b27b6f55c.jpg,1934.32,2233.53,182.46,219.28,0.21
04fcb08ae952b29146fc740149f4c876.jpg,464.93,576.17,178.81,204.32,0.84
04fcb08ae952b29146fc740149f4c876.jpg,3307.86,1552.87,190.95,203.63,0.61
